CROP TYPE,SOIL TYPE,REGION,WEATHER CONDITION,WATER REQUIREMENT,temperature_min,temperature_max
MAIZE,HUMID,HUMID,SUNNY,4.02,10,20
MAIZE,HUMID,HUMID,RAINY,0.1,10,20
MAIZE,HUMID,HUMID,NORMAL,3.52,20,30
MAIZE,HUMID,HUMID,SUNNY,5.02,20,30
MAIZE,HUMID,HUMID,RAINY,0.1,20,30
MAIZE,HUMID,HUMID,NORMAL,4.52,30,40
MAIZE,HUMID,HUMID,SUNNY,6.02,30,40
MAIZE,HUMID,HUMID,RAINY,0.2,30,40
MAIZE,HUMID,HUMID,NORMAL,5.52,40,50
MAIZE,HUMID,HUMID,SUNNY,7.02,40,50
MAIZE,HUMID,HUMID,RAINY,0.3,40,50
MAIZE,WET,DESERT,NORMAL,3.6,10,20
MAIZE,WET,DESERT,SUNNY,5.1,10,20
MAIZE,WET,DESERT,RAINY,0.1,10,20
MAIZE,WET,DESERT,NORMAL,4.6,20,30
MAIZE,WET,DESERT,SUNNY,6.1,20,30
MAIZE,WET,DESERT,RAINY,0.2,20,30
MAIZE,WET,DESERT,NORMAL,5.6,30,40
MAIZE,WET,DESERT,SUNNY,7.1,30,40
MAIZE,WET,DESERT,RAINY,0.3,30,40
MAIZE,WET,DESERT,NORMAL,6.6,40,50
MAIZE,WET,DESERT,SUNNY,8.1,40,50
MAIZE,WET,DESERT,RAINY,0.5,40,50
MAIZE,WET,SEMI ARID,NORMAL,3.06,10,20
MAIZE,WET,SEMI ARID,SUNNY,4.56,10,20
MAIZE,WET,SEMI ARID,RAINY,0.1,10,20
MAIZE,WET,SEMI ARID,NORMAL,4.06,20,30
MAIZE,WET,SEMI ARID,SUNNY,5.56,20,30
MAIZE,WET,SEMI ARID,RAINY,0.2,20,30
MAIZE,WET,SEMI ARID,NORMAL,5.06,30,40
MAIZE,WET,SEMI ARID,SUNNY,6.56,30,40
MAIZE,WET,SEMI ARID,RAINY,0.3,30,40
MAIZE,WET,SEMI ARID,NORMAL,6.06,40,50
MAIZE,WET,SEMI ARID,SUNNY,7.56,40,50
MAIZE,WET,SEMI ARID,RAINY,0.5,40,50
MAIZE,WET,SEMI HUMID,NORMAL,2.34,10,20
MAIZE,WET,SEMI HUMID,SUNNY,3.84,10,20
MAIZE,WET,SEMI HUMID,RAINY,0.1,10,20
MAIZE,WET,SEMI HUMID,NORMAL,3.34,20,30
MAIZE,WET,SEMI HUMID,SUNNY,4.84,20,30
MAIZE,WET,SEMI HUMID,RAINY,0.1,20,30
MAIZE,WET,SEMI HUMID,NORMAL,4.34,30,40
MAIZE,WET,SEMI HUMID,SUNNY,5.84,30,40
MAIZE,WET,SEMI HUMID,RAINY,0.2,30,40
MAIZE,WET,SEMI HUMID,NORMAL,5.34,40,50
MAIZE,WET,SEMI HUMID,SUNNY,6.84,40,50
MAIZE,WET,SEMI HUMID,RAINY,0.3,40,50
MAIZE,WET,HUMID,NORMAL,1.44,10,20
MAIZE,WET,HUMID,SUNNY,3.0,10,20
MAIZE,WET,HUMID,RAINY,0.1,10,20
MAIZE,WET,HUMID,NORMAL,2.44,20,30
MAIZE,WET,HUMID,SUNNY,4.0,20,30
MAIZE,WET,HUMID,RAINY,0.1,20,30
MAIZE,WET,HUMID,NORMAL,3.44,30,40
MAIZE,WET,HUMID,SUNNY,5.0,30,40
MAIZE,WET,HUMID,RAINY,0.1,30,40
MAIZE,WET,HUMID,NORMAL,4.44,40,50
MAIZE,WET,HUMID,SUNNY,6.0,40,50
MAIZE,WET,HUMID,RAINY,0.2,40,50
CITRUS,DRY,DESERT,NORMAL,5.66,10,20
CITRUS,DRY,DESERT,SUNNY,7.0,10,20
CITRUS,DRY,DESERT,RAINY,0.2,10,20
CITRUS,DRY,DESERT,NORMAL,6.5,20,30
CITRUS,DRY,DESERT,SUNNY,8.0,20,30
CITRUS,DRY,DESERT,RAINY,0.5,20,30
CITRUS,DRY,DESERT,NORMAL,7.0,30,40
CITRUS,DRY,DESERT,SUNNY,8.5,30,40
CITRUS,DRY,DESERT,RAINY,0.8,30,40
CITRUS,DRY,DESERT,NORMAL,8.6,40,50
CITRUS,DRY,DESERT,SUNNY,10.1,40,50
CITRUS,DRY,DESERT,RAINY,0.6,40,50
CITRUS,DRY,SEMI ARID,NORMAL,5.05,10,20
CITRUS,DRY,SEMI ARID,SUNNY,6.55,10,20
CITRUS,DRY,SEMI ARID,RAINY,0.5,10,20
CITRUS,DRY,SEMI ARID,NORMAL,6.0,20,30
CITRUS,DRY,SEMI ARID,SUNNY,7.5,20,30
CITRUS,DRY,SEMI ARID,RAINY,0.5,20,30
CITRUS,DRY,SEMI ARID,NORMAL,7.1,30,40
CITRUS,DRY,SEMI ARID,SUNNY,8.6,30,40
CITRUS,DRY,SEMI ARID,RAINY,0.8,30,40
CITRUS,DRY,SEMI ARID,NORMAL,8.0,40,50
CITRUS,DRY,SEMI ARID,SUNNY,9.5,40,50
CITRUS,DRY,SEMI ARID,RAINY,0.8,40,50
CITRUS,DRY,SEMI HUMID,NORMAL,4.4,10,20
CITRUS,DRY,SEMI HUMID,SUNNY,5.9,10,20
CITRUS,DRY,SEMI HUMID,RAINY,0.2,10,20
CITRUS,DRY,SEMI HUMID,NORMAL,5.3,20,30
CITRUS,DRY,SEMI HUMID,SUNNY,6.8,20,30
CITRUS,DRY,SEMI HUMID,RAINY,0.3,20,30
CITRUS,DRY,SEMI HUMID,NORMAL,6.2,30,40
CITRUS,DRY,SEMI HUMID,SUNNY,7.7,30,40
CITRUS,DRY,SEMI HUMID,RAINY,0.5,30,40
CITRUS,DRY,SEMI HUMID,NORMAL,7.5,40,50
CITRUS,DRY,SEMI HUMID,SUNNY,9.0,40,50
CITRUS,DRY,SEMI HUMID,RAINY,0.8,40,50
CITRUS,DRY,HUMID,NORMAL,3.6,10,20
CITRUS,DRY,HUMID,SUNNY,5.1,10,20
CITRUS,DRY,HUMID,RAINY,0.1,10,20
CITRUS,DRY,HUMID,NORMAL,4.5,20,30
CITRUS,DRY,HUMID,SUNNY,6.0,20,30
CITRUS,DRY,HUMID,RAINY,0.2,20,30
CITRUS,DRY,HUMID,NORMAL,5.6,30,40
CITRUS,DRY,HUMID,SUNNY,7.1,30,40
CITRUS,DRY,HUMID,RAINY,0.2,30,40
CITRUS,DRY,HUMID,NORMAL,6.6,40,50
CITRUS,DRY,HUMID,SUNNY,8.1,40,50
CITRUS,DRY,HUMID,RAINY,0.5,40,50
CITRUS,HUMID,DESERT,NORMAL,4.2,10,20
CITRUS,HUMID,DESERT,SUNNY,5.7,10,20
CITRUS,HUMID,DESERT,RAINY,0.2,10,20
CITRUS,HUMID,DESERT,NORMAL,5.3,20,30
CITRUS,HUMID,DESERT,SUNNY,6.8,20,30
CITRUS,HUMID,DESERT,RAINY,0.3,20,30
CITRUS,HUMID,DESERT,NORMAL,6.2,30,40
CITRUS,HUMID,DESERT,SUNNY,7.7,30,40
CITRUS,HUMID,DESERT,RAINY,0.5,30,40
CITRUS,HUMID,DESERT,NORMAL,7.4,40,50
CITRUS,HUMID,DESERT,SUNNY,8.9,40,50
CITRUS,HUMID,DESERT,RAINY,0.8,40,50
CITRUS,HUMID,SEMI ARID,NORMAL,3.7,10,20
CITRUS,HUMID,SEMI ARID,SUNNY,5.2,10,20
CITRUS,HUMID,SEMI ARID,RAINY,0.1,10,20
CITRUS,HUMID,SEMI ARID,NORMAL,4.6,20,30
CITRUS,HUMID,SEMI ARID,SUNNY,6.1,20,30
CITRUS,HUMID,SEMI ARID,RAINY,0.2,20,30
CITRUS,HUMID,SEMI ARID,NORMAL,5.5,30,40
CITRUS,HUMID,SEMI ARID,SUNNY,7.0,30,40
CITRUS,HUMID,SEMI ARID,RAINY,0.3,30,40
CITRUS,HUMID,SEMI ARID,NORMAL,6.6,40,50
CITRUS,HUMID,SEMI ARID,SUNNY,8.1,40,50
CITRUS,HUMID,SEMI ARID,RAINY,0.5,40,50
CITRUS,HUMID,SEMI HUMID,NORMAL,3.1,10,20
CITRUS,HUMID,SEMI HUMID,SUNNY,4.6,10,20
CITRUS,HUMID,SEMI HUMID,RAINY,0.1,10,20
CITRUS,HUMID,SEMI HUMID,NORMAL,4.2,20,30
CITRUS,HUMID,SEMI HUMID,SUNNY,5.7,20,30
CITRUS,HUMID,SEMI HUMID,RAINY,0.2,20,30
CITRUS,HUMID,SEMI HUMID,NORMAL,5.1,30,40
CITRUS,HUMID,SEMI HUMID,SUNNY,6.6,30,40
CITRUS,HUMID,SEMI HUMID,RAINY,0.3,30,40
CITRUS,HUMID,SEMI HUMID,NORMAL,6.0,40,50
CITRUS,HUMID,SEMI HUMID,SUNNY,7.5,40,50
CITRUS,HUMID,SEMI HUMID,RAINY,0.5,40,50
CITRUS,HUMID,HUMID,NORMAL,2.3,10,20
CITRUS,HUMID,HUMID,SUNNY,3.8,10,20
CITRUS,HUMID,HUMID,RAINY,0.1,10,20
CITRUS,HUMID,HUMID,NORMAL,3.33,20,30
CITRUS,HUMID,HUMID,SUNNY,4.8,20,30
CITRUS,HUMID,HUMID,RAINY,0.1,20,30
CITRUS,HUMID,HUMID,NORMAL,4.33,30,40
CITRUS,HUMID,HUMID,SUNNY,5.8,30,40
CITRUS,HUMID,HUMID,RAINY,0.2,30,40
CITRUS,HUMID,HUMID,NORMAL,5.33,40,50
CITRUS,HUMID,HUMID,SUNNY,6.8,40,50
CITRUS,HUMID,HUMID,RAINY,0.3,40,50
CITRUS,WET,DESERT,NORMAL,3.33,10,20
CITRUS,WET,DESERT,SUNNY,4.8,10,20
CITRUS,WET,DESERT,RAINY,0.1,10,20
CITRUS,WET,DESERT,NORMAL,4.33,20,30
CITRUS,WET,DESERT,SUNNY,5.8,20,30
CITRUS,WET,DESERT,RAINY,0.2,20,30
CITRUS,WET,DESERT,NORMAL,5.33,30,40
CITRUS,WET,DESERT,SUNNY,6.8,30,40
CITRUS,WET,DESERT,RAINY,0.3,30,40
CITRUS,WET,DESERT,NORMAL,6.33,40,50
CITRUS,WET,DESERT,SUNNY,7.8,40,50
CITRUS,WET,DESERT,RAINY,0.5,40,50
CITRUS,WET,SEMI ARID,NORMAL,2.83,10,20
CITRUS,WET,SEMI ARID,SUNNY,4.33,10,20
CITRUS,WET,SEMI ARID,RAINY,0.1,10,20
CITRUS,WET,SEMI ARID,NORMAL,3.83,20,30
CITRUS,WET,SEMI ARID,SUNNY,5.33,20,30
CITRUS,WET,SEMI ARID,RAINY,0.1,20,30
CITRUS,WET,SEMI ARID,NORMAL,4.83,30,40
CITRUS,WET,SEMI ARID,SUNNY,6.33,30,40
CITRUS,WET,SEMI ARID,RAINY,0.2,30,40
CITRUS,WET,SEMI ARID,NORMAL,5.83,40,50
CITRUS,WET,SEMI ARID,SUNNY,7.33,40,50
CITRUS,WET,SEMI ARID,RAINY,0.3,40,50
CITRUS,WET,SEMI HUMID,NORMAL,2.16,10,20
CITRUS,WET,SEMI HUMID,SUNNY,3.66,10,20
CITRUS,WET,SEMI HUMID,RAINY,0.1,10,20
CITRUS,WET,SEMI HUMID,NORMAL,3.16,20,30
CITRUS,WET,SEMI HUMID,SUNNY,4.66,20,30
CITRUS,WET,SEMI HUMID,RAINY,0.1,20,30
CITRUS,WET,SEMI HUMID,NORMAL,4.16,30,40
CITRUS,WET,SEMI HUMID,SUNNY,5.66,30,40
CITRUS,WET,SEMI HUMID,RAINY,0.2,30,40
CITRUS,WET,SEMI HUMID,NORMAL,5.16,40,50
CITRUS,WET,SEMI HUMID,SUNNY,6.66,40,50
CITRUS,WET,SEMI HUMID,RAINY,0.3,40,50
CITRUS,WET,HUMID,NORMAL,1.33,10,20
CITRUS,WET,HUMID,SUNNY,2.83,10,20
CITRUS,WET,HUMID,RAINY,0.1,10,20
CITRUS,WET,HUMID,NORMAL,2.33,20,30
CITRUS,WET,HUMID,SUNNY,3.83,20,30
CITRUS,WET,HUMID,RAINY,0.1,20,30
CITRUS,WET,HUMID,NORMAL,3.33,30,40
CITRUS,WET,HUMID,SUNNY,4.83,30,40
CITRUS,WET,HUMID,RAINY,0.1,30,40
CITRUS,WET,HUMID,NORMAL,4.33,40,50
CITRUS,WET,HUMID,SUNNY,5.83,40,50
CITRUS,WET,HUMID,RAINY,0.2,40,50
BEAN,DRY,DESERT,NORMAL,6.97,10,20
BEAN,DRY,DESERT,SUNNY,8.47,10,20
BEAN,DRY,DESERT,RAINY,0.2,10,20
BEAN,DRY,DESERT,NORMAL,7.9,20,30
BEAN,DRY,DESERT,SUNNY,9.4,20,30
BEAN,DRY,DESERT,RAINY,0.8,20,30
BEAN,DRY,DESERT,NORMAL,8.8,30,40
BEAN,DRY,DESERT,SUNNY,10.3,30,40
BEAN,DRY,DESERT,RAINY,0.8,30,40
BEAN,DRY,DESERT,NORMAL,9.95,40,50
BEAN,DRY,DESERT,SUNNY,11.45,40,50
BEAN,DRY,DESERT,RAINY,1.95,40,50
BEAN,DRY,SEMI ARID,NORMAL,7.98,10,20
BEAN,DRY,SEMI ARID,SUNNY,9.48,10,20
BEAN,DRY,SEMI ARID,RAINY,0.8,10,20
BEAN,DRY,SEMI ARID,NORMAL,8.6,20,30
BEAN,DRY,SEMI ARID,SUNNY,10.1,20,30
BEAN,DRY,SEMI ARID,RAINY,0.6,20,30
BEAN,DRY,SEMI ARID,NORMAL,9.8,30,40
BEAN,DRY,SEMI ARID,SUNNY,11.3,30,40
BEAN,DRY,SEMI ARID,RAINY,1.8,30,40
BEAN,DRY,SEMI ARID,NORMAL,10.95,40,50
BEAN,DRY,SEMI ARID,SUNNY,12.45,40,50
BEAN,DRY,SEMI ARID,RAINY,2.8,40,50
BEAN,DRY,SEMI HUMID,NORMAL,5.53,10,20
BEAN,DRY,SEMI HUMID,SUNNY,7.03,10,20
BEAN,DRY,SEMI HUMID,RAINY,0.1,10,20
BEAN,DRY,SEMI HUMID,NORMAL,6.5,20,30
BEAN,DRY,SEMI HUMID,SUNNY,8.0,20,30
BEAN,DRY,SEMI HUMID,RAINY,0.5,20,30
BEAN,DRY,SEMI HUMID,NORMAL,7.6,30,40
BEAN,DRY,SEMI HUMID,SUNNY,9.0,30,40
BEAN,DRY,SEMI HUMID,RAINY,0.8,30,40
BEAN,DRY,SEMI HUMID,NORMAL,8.55,40,50
BEAN,DRY,SEMI HUMID,SUNNY,10.05,40,50
BEAN,DRY,SEMI HUMID,RAINY,0.55,40,50
BEAN,DRY,HUMID,NORMAL,4.51,10,20
BEAN,DRY,HUMID,SUNNY,6.01,10,20
BEAN,DRY,HUMID,RAINY,0.1,10,20
BEAN,DRY,HUMID,NORMAL,5.5,20,30
BEAN,DRY,HUMID,SUNNY,7.0,20,30
BEAN,DRY,HUMID,RAINY,0.2,20,30
BEAN,DRY,HUMID,NORMAL,6.5,30,40
BEAN,DRY,HUMID,SUNNY,8.0,30,40
BEAN,DRY,HUMID,RAINY,0.2,30,40
BEAN,DRY,HUMID,NORMAL,7.8,40,50
BEAN,DRY,HUMID,SUNNY,9.3,40,50
BEAN,DRY,HUMID,RAINY,0.8,40,50
BEAN,HUMID,DESERT,NORMAL,5.33,10,20
BEAN,HUMID,DESERT,SUNNY,6.83,10,20
BEAN,HUMID,DESERT,RAINY,0.5,10,20
BEAN,HUMID,DESERT,NORMAL,6.2,20,30
BEAN,HUMID,DESERT,SUNNY,7.7,20,30
BEAN,HUMID,DESERT,RAINY,0.8,20,30
BEAN,HUMID,DESERT,NORMAL,7.4,30,40
BEAN,HUMID,DESERT,SUNNY,8.9,30,40
BEAN,HUMID,DESERT,RAINY,0.8,30,40
BEAN,HUMID,DESERT,NORMAL,8.34,40,50
BEAN,HUMID,DESERT,SUNNY,9.85,40,50
BEAN,HUMID,DESERT,RAINY,0.34,40,50
BEAN,HUMID,SEMI ARID,NORMAL,4.71,10,20
BEAN,HUMID,SEMI ARID,SUNNY,6.21,10,20
BEAN,HUMID,SEMI ARID,RAINY,0.1,10,20
BEAN,HUMID,SEMI ARID,NORMAL,5.8,20,30
BEAN,HUMID,SEMI ARID,SUNNY,7.3,20,30
BEAN,HUMID,SEMI ARID,RAINY,0.2,20,30
BEAN,HUMID,SEMI ARID,NORMAL,6.6,30,40
BEAN,HUMID,SEMI ARID,SUNNY,8.1,30,40
BEAN,HUMID,SEMI ARID,RAINY,0.5,30,40
BEAN,HUMID,SEMI ARID,NORMAL,7.9,40,50
BEAN,HUMID,SEMI ARID,SUNNY,9.4,40,50
BEAN,HUMID,SEMI ARID,RAINY,0.6,40,50
BEAN,HUMID,SEMI HUMID,NORMAL,3.9,10,20
BEAN,HUMID,SEMI HUMID,SUNNY,5.4,10,20
BEAN,HUMID,SEMI HUMID,RAINY,0.1,10,20
BEAN,HUMID,SEMI HUMID,NORMAL,4.9,20,30
BEAN,HUMID,SEMI HUMID,SUNNY,6.4,20,30
BEAN,HUMID,SEMI HUMID,RAINY,0.1,20,30
BEAN,HUMID,SEMI HUMID,NORMAL,5.8,30,40
BEAN,HUMID,SEMI HUMID,SUNNY,7.3,30,40
BEAN,HUMID,SEMI HUMID,RAINY,0.3,30,40
BEAN,HUMID,SEMI HUMID,NORMAL,6.7,40,50
BEAN,HUMID,SEMI HUMID,SUNNY,8.2,40,50
BEAN,HUMID,SEMI HUMID,RAINY,0.4,40,50
BEAN,HUMID,HUMID,NORMAL,2.8,10,20
BEAN,HUMID,HUMID,SUNNY,4.3,10,20
BEAN,HUMID,HUMID,RAINY,0.1,10,20
BEAN,HUMID,HUMID,NORMAL,3.7,20,30
BEAN,HUMID,HUMID,SUNNY,5.2,20,30
BEAN,HUMID,HUMID,RAINY,0.1,20,30
BEAN,HUMID,HUMID,NORMAL,4.9,30,40
BEAN,HUMID,HUMID,SUNNY,6.4,30,40
BEAN,HUMID,HUMID,RAINY,0.5,30,40
BEAN,HUMID,HUMID,NORMAL,5.8,40,50
BEAN,HUMID,HUMID,SUNNY,7.3,40,50
BEAN,HUMID,HUMID,RAINY,0.3,40,50
BEAN,WET,DESERT,NORMAL,4.1,10,20
BEAN,WET,DESERT,SUNNY,5.6,10,20
BEAN,WET,DESERT,RAINY,0.1,10,20
BEAN,WET,DESERT,NORMAL,5.1,20,30
BEAN,WET,DESERT,SUNNY,6.6,20,30
BEAN,WET,DESERT,RAINY,0.4,20,30
BEAN,WET,DESERT,NORMAL,6.2,30,40
BEAN,WET,DESERT,SUNNY,7.7,30,40
BEAN,WET,DESERT,RAINY,0.5,30,40
BEAN,WET,DESERT,NORMAL,7.3,40,50
BEAN,WET,DESERT,SUNNY,8.8,40,50
BEAN,WET,DESERT,RAINY,0.8,40,50
BEAN,WET,SEMI ARID,NORMAL,3.5,10,20
BEAN,WET,SEMI ARID,SUNNY,5.0,10,20
BEAN,WET,SEMI ARID,RAINY,0.1,10,20
BEAN,WET,SEMI ARID,NORMAL,4.6,20,30
BEAN,WET,SEMI ARID,SUNNY,6.1,20,30
BEAN,WET,SEMI ARID,RAINY,0.2,20,30
BEAN,WET,SEMI ARID,NORMAL,5.7,30,40
BEAN,WET,SEMI ARID,SUNNY,7.2,30,40
BEAN,WET,SEMI ARID,RAINY,0.3,30,40
BEAN,WET,SEMI ARID,NORMAL,6.6,40,50
BEAN,WET,SEMI ARID,SUNNY,8.1,40,50
BEAN,WET,SEMI ARID,RAINY,0.5,40,50
BEAN,WET,SEMI HUMID,NORMAL,2.6,10,20
BEAN,WET,SEMI HUMID,SUNNY,4.1,10,20
BEAN,WET,SEMI HUMID,RAINY,0.1,10,20
BEAN,WET,SEMI HUMID,NORMAL,3.6,20,30
BEAN,WET,SEMI HUMID,SUNNY,5.1,20,30
BEAN,WET,SEMI HUMID,RAINY,0.1,20,30
BEAN,WET,SEMI HUMID,NORMAL,4.7,30,40
BEAN,WET,SEMI HUMID,SUNNY,6.2,30,40
BEAN,WET,SEMI HUMID,RAINY,0.1,30,40
BEAN,WET,SEMI HUMID,NORMAL,5.6,40,50
BEAN,WET,SEMI HUMID,SUNNY,7.1,40,50
BEAN,WET,SEMI HUMID,RAINY,0.3,40,50
BEAN,WET,HUMID,NORMAL,1.64,10,20
BEAN,WET,HUMID,SUNNY,3.14,10,20
BEAN,WET,HUMID,RAINY,0.1,10,20
BEAN,WET,HUMID,NORMAL,2.6,20,30
BEAN,WET,HUMID,SUNNY,4.1,20,30
BEAN,WET,HUMID,RAINY,0.1,20,30
BEAN,WET,HUMID,NORMAL,3.7,30,40
BEAN,WET,HUMID,SUNNY,5.2,30,40
BEAN,WET,HUMID,RAINY,0.1,30,40
BEAN,WET,HUMID,NORMAL,4.6,40,50
BEAN,WET,HUMID,SUNNY,6.1,40,50
BEAN,WET,HUMID,RAINY,0.1,40,50
WHEAT,DRY,DESERT,NORMAL,10.54,10,20
WHEAT,DRY,DESERT,SUNNY,12.0,10,20
WHEAT,DRY,DESERT,RAINY,2.54,10,20
WHEAT,DRY,DESERT,NORMAL,11.5,20,30
WHEAT,DRY,DESERT,SUNNY,13.0,20,30
WHEAT,DRY,DESERT,RAINY,3.5,20,30
WHEAT,DRY,DESERT,NORMAL,12.4,30,40
WHEAT,DRY,DESERT,SUNNY,14.0,30,40
WHEAT,DRY,DESERT,RAINY,4.4,30,40
WHEAT,DRY,DESERT,NORMAL,13.6,40,50
WHEAT,DRY,DESERT,SUNNY,15.0,40,50
WHEAT,DRY,DESERT,RAINY,5.6,40,50
WHEAT,DRY,SEMI ARID,NORMAL,9.6,10,20
WHEAT,DRY,SEMI ARID,SUNNY,11.0,10,20
WHEAT,DRY,SEMI ARID,RAINY,1.6,10,20
WHEAT,DRY,SEMI ARID,NORMAL,10.7,20,30
WHEAT,DRY,SEMI ARID,SUNNY,12.2,20,30
WHEAT,DRY,SEMI ARID,RAINY,2.7,20,30
WHEAT,DRY,SEMI ARID,NORMAL,11.6,30,40
WHEAT,DRY,SEMI ARID,SUNNY,13.1,30,40
WHEAT,DRY,SEMI ARID,RAINY,3.6,30,40
WHEAT,DRY,SEMI ARID,NORMAL,12.5,40,50
WHEAT,DRY,SEMI ARID,SUNNY,14.0,40,50
WHEAT,DRY,SEMI ARID,RAINY,4.5,40,50
WHEAT,DRY,SEMI HUMID,NORMAL,8.4,10,20
WHEAT,DRY,SEMI HUMID,SUNNY,9.9,10,20
WHEAT,DRY,SEMI HUMID,RAINY,0.4,10,20
WHEAT,DRY,SEMI HUMID,NORMAL,9.5,20,30
WHEAT,DRY,SEMI HUMID,SUNNY,11.0,20,30
WHEAT,DRY,SEMI HUMID,RAINY,1.5,20,30
WHEAT,DRY,SEMI HUMID,NORMAL,10.4,30,40
WHEAT,DRY,SEMI HUMID,SUNNY,11.9,30,40
WHEAT,DRY,SEMI HUMID,RAINY,2.4,30,40
WHEAT,DRY,SEMI HUMID,NORMAL,11.35,40,50
WHEAT,DRY,SEMI HUMID,SUNNY,12.85,40,50
WHEAT,DRY,SEMI HUMID,RAINY,3.3,40,50
WHEAT,DRY,HUMID,NORMAL,6.9,10,20
WHEAT,DRY,HUMID,SUNNY,8.4,10,20
WHEAT,DRY,HUMID,RAINY,0.5,10,20
WHEAT,DRY,HUMID,NORMAL,7.82,20,30
WHEAT,DRY,HUMID,SUNNY,9.32,20,30
WHEAT,DRY,HUMID,RAINY,0.8,20,30
WHEAT,DRY,HUMID,NORMAL,8.85,30,40
WHEAT,DRY,HUMID,SUNNY,10.35,30,40
WHEAT,DRY,HUMID,RAINY,0.85,30,40
WHEAT,DRY,HUMID,NORMAL,9.7,40,50
WHEAT,DRY,HUMID,SUNNY,11.2,40,50
WHEAT,DRY,HUMID,RAINY,1.7,40,50
WHEAT,HUMID,DESERT,NORMAL,8.06,10,20
WHEAT,HUMID,DESERT,SUNNY,9.56,10,20
WHEAT,HUMID,DESERT,RAINY,0.1,10,20
WHEAT,HUMID,DESERT,NORMAL,9.1,20,30
WHEAT,HUMID,DESERT,SUNNY,10.6,20,30
WHEAT,HUMID,DESERT,RAINY,1.1,20,30
WHEAT,HUMID,DESERT,NORMAL,10.25,30,40
WHEAT,HUMID,DESERT,SUNNY,11.75,30,40
WHEAT,HUMID,DESERT,RAINY,2.25,30,40
WHEAT,HUMID,DESERT,NORMAL,11.1,40,50
WHEAT,HUMID,DESERT,SUNNY,12.6,40,50
WHEAT,HUMID,DESERT,RAINY,3.1,40,50
WHEAT,HUMID,SEMI ARID,NORMAL,7.15,10,20
WHEAT,HUMID,SEMI ARID,SUNNY,8.65,10,20
WHEAT,HUMID,SEMI ARID,RAINY,0.8,10,20
WHEAT,HUMID,SEMI ARID,NORMAL,8.1,20,30
WHEAT,HUMID,SEMI ARID,SUNNY,9.6,20,30
WHEAT,HUMID,SEMI ARID,RAINY,0.1,20,30
WHEAT,HUMID,SEMI ARID,NORMAL,9.2,30,40
WHEAT,HUMID,SEMI ARID,SUNNY,10.7,30,40
WHEAT,HUMID,SEMI ARID,RAINY,1.2,30,40
WHEAT,HUMID,SEMI ARID,NORMAL,10.1,40,50
WHEAT,HUMID,SEMI ARID,SUNNY,11.6,40,50
WHEAT,HUMID,SEMI ARID,RAINY,2.1,40,50
WHEAT,HUMID,SEMI HUMID,NORMAL,5.88,10,20
WHEAT,HUMID,SEMI HUMID,SUNNY,7.38,10,20
WHEAT,HUMID,SEMI HUMID,RAINY,0.3,10,20
WHEAT,HUMID,SEMI HUMID,NORMAL,6.8,20,30
WHEAT,HUMID,SEMI HUMID,SUNNY,8.6,20,30
WHEAT,HUMID,SEMI HUMID,RAINY,0.6,20,30
WHEAT,HUMID,SEMI HUMID,NORMAL,7.9,30,40
WHEAT,HUMID,SEMI HUMID,SUNNY,9.4,30,40
WHEAT,HUMID,SEMI HUMID,RAINY,0.8,30,40
WHEAT,HUMID,SEMI HUMID,NORMAL,8.7,40,50
WHEAT,HUMID,SEMI HUMID,SUNNY,10.5,40,50
WHEAT,HUMID,SEMI HUMID,RAINY,0.7,40,50
WHEAT,HUMID,HUMID,NORMAL,4.34,10,20
WHEAT,HUMID,HUMID,SUNNY,5.84,10,20
WHEAT,HUMID,HUMID,RAINY,0.2,10,20
WHEAT,HUMID,HUMID,NORMAL,5.3,20,30
WHEAT,HUMID,HUMID,SUNNY,6.8,20,30
WHEAT,HUMID,HUMID,RAINY,0.3,20,30
WHEAT,HUMID,HUMID,NORMAL,6.35,30,40
WHEAT,HUMID,HUMID,SUNNY,7.85,30,40
WHEAT,HUMID,HUMID,RAINY,0.5,30,40
WHEAT,HUMID,HUMID,NORMAL,7.32,40,50
WHEAT,HUMID,HUMID,SUNNY,8.82,40,50
WHEAT,HUMID,HUMID,RAINY,0.8,40,50
WHEAT,WET,DESERT,NORMAL,6.2,10,20
WHEAT,WET,DESERT,SUNNY,7.7,10,20
WHEAT,WET,DESERT,RAINY,0.5,10,20
WHEAT,WET,DESERT,NORMAL,7.2,20,30
WHEAT,WET,DESERT,SUNNY,8.7,20,30
WHEAT,WET,DESERT,RAINY,0.8,20,30
WHEAT,WET,DESERT,NORMAL,8.3,30,40
WHEAT,WET,DESERT,SUNNY,9.8,30,40
WHEAT,WET,DESERT,RAINY,0.3,30,40
WHEAT,WET,DESERT,NORMAL,9.4,40,50
WHEAT,WET,DESERT,SUNNY,10.9,40,50
WHEAT,WET,DESERT,RAINY,1.4,40,50
WHEAT,WET,SEMI ARID,NORMAL,5.3,10,20
WHEAT,WET,SEMI ARID,SUNNY,6.8,10,20
WHEAT,WET,SEMI ARID,RAINY,0.3,10,20
WHEAT,WET,SEMI ARID,NORMAL,6.25,20,30
WHEAT,WET,SEMI ARID,SUNNY,7.75,20,30
WHEAT,WET,SEMI ARID,RAINY,0.5,20,30
WHEAT,WET,SEMI ARID,NORMAL,7.35,30,40
WHEAT,WET,SEMI ARID,SUNNY,8.85,30,40
WHEAT,WET,SEMI ARID,RAINY,0.8,30,40
